ticker,symbol,name,sector,industry,marketCap,currency,exchange,quoteType,isin
SALZERELEC.NS,SALZERELEC,Salzer Electronics Limited,Industrials,Electrical Equipment & Parts,12221423616,INR,NSE,EQUITY,
SANCO.NS,SANCO,Sanco Industries Limited,Industrials,Electrical Equipment & Parts,19025400,INR,NSE,EQUITY,
SANGHVIMOV.NS,SANGHVIMOV,Sanghvi Movers Limited,Industrials,Rental & Leasing Services,27293083648,INR,NSE,EQUITY,
SBC.NS,SBC,SBC Exports Limited,Industrials,Conglomerates,13599772672,INR,NSE,EQUITY,
SBCL.NS,SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication,25875513344,INR,NSE,EQUITY,
SCHNEIDER.NS,SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,169429106688,INR,NSE,EQUITY,
SCI.NS,SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,100845486080,INR,NSE,EQUITY,
SEAMECLTD.NS,SEAMECLTD,Seamec Limited,Industrials,Marine Shipping,24855480320,INR,NSE,EQUITY,
SECMARK.NS,SECMARK,SecMark Consultancy Limited,Industrials,Consulting Services,1386769024,INR,NSE,EQUITY,
SEJALLTD.NS,SEJALLTD,Sejal Glass Limited,Industrials,Building Products & Equipment,8544003584,INR,NSE,EQUITY,
SEMAC.NS,SEMAC,Semac Construction Limited,Industrials,Engineering & Construction,992045248,INR,NSE,EQUITY,
SEPC.NS,SEPC,SEPC Limited,Industrials,Engineering & Construction,20701487104,INR,NSE,EQUITY,
SERVOTECH.NS,SERVOTECH,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts,17850787840,INR,NSE,EQUITY,
SETUINFRA.NS,SETUINFRA,Setubandhan Infrastructure Limited,Industrials,Engineering & Construction,64450392,INR,NSE,EQUITY,
SGIL.NS,SGIL,Synergy Green Industries Limited,Industrials,Metal Fabrication,8180280832,INR,NSE,EQUITY,
SGLTL.NS,SGLTL,STANDARD GLASS LIN TECH L,Industrials,Specialty Industrial Machinery,30596034560,INR,NSE,EQUITY,
SGMART.NS,SGMART,SG Mart Limited,Industrials,Industrial Distribution,42575400960,INR,NSE,EQUITY,
SHAKTIPUMP.NS,SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,96305946624,INR,NSE,EQUITY,
SHANTIGEAR.NS,SHANTIGEAR,Shanthi Gears Limited,Industrials,Specialty Industrial Machinery,36368330752,INR,NSE,EQUITY,
SHILCTECH.NS,SHILCTECH,Shilchar Technologies Limited,Industrials,Electrical Equipment & Parts,0,INR,NSE,EQUITY,
SHREEJISPG.NS,SHREEJISPG,SHREEJI SHIPPING GLOBAL L,Industrials,Marine Shipping,53901504512,INR,NSE,EQUITY,
SICALLOG.NS,SICALLOG,Sical Logistics Limited,Industrials,Integrated Freight & Logistics,5985722880,INR,NSE,EQUITY,
SIEMENS.NS,SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,1125911232512,INR,NSE,EQUITY,
SIGIND.NS,SIGIND,Signet Industries Limited,Industrials,Conglomerates,1653929600,INR,NSE,EQUITY,
SIMPLEXINF.NS,SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,20954673152,INR,NSE,EQUITY,
